     ,dur       ,sbytes ,dbytes  ,sttl ,dttl ,sloss ,dloss ,Sload             ,Dload           ,Spkts ,Dpkts ,swin ,dwin ,stcpb      ,dtcpb      ,smeansz ,dmeansz ,trans_depth ,res_bdy_len ,Sjit         ,Djit         ,Sintpkt      ,Dintpkt      ,tcprtt   ,synack   ,ackdat   ,is_sm_ips_ports ,ct_state_ttl ,ct_flw_http_mthd ,is_ftp_login ,ct_ftp_cmd ,ct_srv_src ,ct_srv_dst ,ct_dst_ltm ,ct_src_ltm ,ct_src_dport_ltm ,ct_dst_sport_ltm ,ct_dst_src_ltm ,proto_any ,proto_arp ,proto_br-sat-mon ,proto_cpnx ,proto_crtp ,proto_ddp ,proto_ddx ,proto_eigrp ,proto_gre ,proto_icmp ,proto_idpr ,proto_idpr-cmtp ,proto_il ,proto_ipcomp ,proto_ipnip ,proto_ipx-n-ip ,proto_irtp ,proto_iso-ip ,proto_mtp ,proto_ospf ,proto_pnni ,proto_rdp ,proto_rsvp ,proto_sctp ,proto_sdrp ,proto_skip ,proto_smp ,proto_stp ,proto_sun-nd ,proto_swipe ,proto_tcp ,proto_trunk-1 ,proto_udp ,proto_unas ,proto_vines ,proto_wb-mon ,state_CON ,state_FIN ,state_INT ,state_REQ ,state_TXD ,state_no ,service_- ,service_dns ,service_ftp ,service_ftp-data ,service_http ,service_pop3 ,service_smtp ,service_ssh
  10 ,7.2e-05   ,   503 ,      0 ,  64 ,   0 ,    0 ,    0 ,  28000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    252 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.072    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        60 ,        60 ,        60 ,        60 ,              60 ,              60 ,            60 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  11 ,42.541645 ,    56 ,     92 ,   0 ,   0 ,    0 ,    0 ,         5.265429 ,       8.650347 ,    2 ,    2 ,   0 ,   0 ,         0 ,         0 ,     28 ,     46 ,          0 ,          0 ,    0.0      ,   13.044773 ,42541.492    ,42541.528    ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         2 ,         2 ,         2 ,         2 ,               2 ,               2 ,             2 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  12 ,42.785641 ,    84 ,    138 ,   0 ,   0 ,    0 ,    0 ,        10.470802 ,      17.202032 ,    3 ,    3 ,   0 ,   0 ,         0 ,         0 ,     28 ,     46 ,          0 ,          0 ,   10.130049 ,    9.04     ,21392.74     ,21392.768    ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,         1 ,         1 ,               1 ,               1 ,             1 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  13 ,0.125088  ,   264 ,      0 ,  64 ,   0 ,    0 ,    0 ,     11256.0752   ,       0.0      ,    3 ,    0 ,   0 ,   0 ,         0 ,         0 ,     88 ,      0 ,          0 ,          0 ,    4.245    ,    0.0      ,   62.544    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,         1 ,         1 ,               1 ,               1 ,             1 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,True       ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,False     ,False     ,False     ,False     ,True      ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  14 ,1.5e-05   ,    46 ,     28 ,   0 ,   0 ,    0 ,    0 ,         0.0      ,       0.0      ,    1 ,    1 ,   0 ,   0 ,         0 ,         0 ,     46 ,     28 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.0      ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         4 ,         2 ,         2 ,         4 ,               2 ,               2 ,             2 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  15 ,30.000391 ,    92 ,     56 ,   0 ,   0 ,    0 ,    0 ,        12.266507 ,       7.466569 ,    2 ,    2 ,   0 ,   0 ,         0 ,         0 ,     46 ,     28 ,          0 ,          0 ,    0.0      ,    7.75618  ,29999.958    ,29999.958    ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,         1 ,         2 ,               1 ,               1 ,             1 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  16 ,1.6e-05   ,    46 ,     28 ,   0 ,   0 ,    0 ,    0 ,         0.0      ,       0.0      ,    1 ,    1 ,   0 ,   0 ,         0 ,         0 ,     46 ,     28 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.0      ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,         1 ,         1 ,               1 ,               1 ,             1 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  17 ,31.085115 ,   184 ,    112 ,   0 ,   0 ,    0 ,    0 ,        35.515388 ,      21.618063 ,    4 ,    4 ,   0 ,   0 ,         0 ,         0 ,     46 ,     28 ,          0 ,          0 ,15516.495    ,15516.499    ,15516.534    ,15516.535    ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,         1 ,         1 ,               1 ,               1 ,             1 ,False     ,True      ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,True      ,False     ,False     ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
  18 ,8e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 132000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.008    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        43 ,        43 ,         3 ,         3 ,               3 ,               3 ,            43 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  19 ,7e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 150857136.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.007    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        19 ,        19 ,        19 ,        19 ,              19 ,              19 ,            19 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  20 ,8e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 132000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.008    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        28 ,        28 ,        10 ,        10 ,              10 ,              10 ,            28 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  21 ,1e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 ,1056000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.001    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        37 ,        37 ,        36 ,        36 ,              36 ,              18 ,            37 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  22 ,9e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 117333328.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        37 ,        37 ,        18 ,        18 ,              18 ,              18 ,            37 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  23 ,8e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 132000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.008    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        17 ,        17 ,        17 ,        17 ,              17 ,              17 ,            17 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  24 ,2e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 528000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.002    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        56 ,        56 ,        55 ,        55 ,              55 ,              27 ,            56 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  25 ,6e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 176000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.006    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        33 ,        33 ,        33 ,        33 ,              33 ,              17 ,            33 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  26 ,6e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 176000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.006    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        27 ,        27 ,        18 ,        18 ,              18 ,              18 ,            27 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  27 ,6e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 176000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.006    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        25 ,        25 ,        12 ,        12 ,              12 ,              12 ,            25 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  28 ,9e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 117333328.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        22 ,        22 ,        18 ,        18 ,              18 ,              18 ,            22 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
  29 ,3e-06     ,   264 ,      0 ,  60 ,   0 ,    0 ,    0 , 352000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,    132 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.003    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           0 ,             0.0 ,         0.0 ,           ,        37 ,        37 ,        18 ,        18 ,              18 ,              18 ,            37 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
